Name,DiscAct,URL,SFC ID,SFC Link,Age in 2020,Gender,Role,From,Until
"Ahmed, Alauddin (SFC:ACY793) ",None,sfclicrec.asp?p=2086367,ACY793,http://www.sfc.hk/publicregWeb/indi/ACY793/licenceRecord,,,Rep,2013-06-18,2013-09-10
"Chan, Lily Lai Sum 陳麗芯",None,sfclicrec.asp?p=73097,AXO033,http://www.sfc.hk/publicregWeb/indi/AXO033/licenceRecord,,F,Rep,2011-07-18,2012-02-20
"Chen, Xueqian 陳雪潛",None,sfclicrec.asp?p=73132,AWP698,http://www.sfc.hk/publicregWeb/indi/AWP698/licenceRecord,,,Rep,2011-01-17,2012-02-20
"Cheng, Kwan Lun 鄭昆侖",None,sfclicrec.asp?p=92907,AJD750,http://www.sfc.hk/publicregWeb/indi/AJD750/licenceRecord,,,Rep,2008-02-26,2009-05-31
"Cheung, Pang To 張鵬圖",None,sfclicrec.asp?p=73140,AAB525,http://www.sfc.hk/publicregWeb/indi/AAB525/licenceRecord,,M,RO,2007-09-24,2010-09-28
"Ching, Pak To 程栢濤",None,sfclicrec.asp?p=113084,AJE763,http://www.sfc.hk/publicregWeb/indi/AJE763/licenceRecord,,,Rep,2007-11-21,2009-05-29
"Chow, Clint 周基力",None,sfclicrec.asp?p=71064,AVJ424,http://www.sfc.hk/publicregWeb/indi/AVJ424/licenceRecord,,,Rep,2012-07-19,2015-06-30
"Chung, Fu Wing 鍾富榮",None,sfclicrec.asp?p=73095,ARK757,http://www.sfc.hk/publicregWeb/indi/ARK757/licenceRecord,,,RO,2014-05-05,
"Dong, Haitao (SFC:AZZ298) 董海韜",None,sfclicrec.asp?p=1934077,AZZ298,http://www.sfc.hk/publicregWeb/indi/AZZ298/licenceRecord,,,Rep,2013-11-18,2015-06-30
"Feng, Xin (SFC:BCI299) 馮鑫",None,sfclicrec.asp?p=2166506,BCI299,http://www.sfc.hk/publicregWeb/indi/BCI299/licenceRecord,,,Rep,2013-11-20,2014-07-01
"Hau, Bun Ho 侯斌皓",None,sfclicrec.asp?p=73098,ASL913,http://www.sfc.hk/publicregWeb/indi/ASL913/licenceRecord,,,Rep,2012-01-26,2012-07-13
"Ho, Edwina Mei Ling 何美玲",None,sfclicrec.asp?p=86757,AEK540,http://www.sfc.hk/publicregWeb/indi/AEK540/licenceRecord,,F,Rep,2015-01-14,2016-04-23
"Ho, Kwong Kiu 何光翹",None,sfclicrec.asp?p=123196,APU675,http://www.sfc.hk/publicregWeb/indi/APU675/licenceRecord,,,Rep,2010-08-06,2011-08-17
"Huang, Yao (SFC:AXX667) 黃垚",None,sfclicrec.asp?p=73133,AXX667,http://www.sfc.hk/publicregWeb/indi/AXX667/licenceRecord,,,Rep,2011-08-19,2012-07-13
"Kang, Lili 康麗麗",None,sfclicrec.asp?p=73096,AON877,http://www.sfc.hk/publicregWeb/indi/AON877/licenceRecord,,,Rep,2010-08-30,2011-05-24
"Kumarguru, Girish ",None,sfclicrec.asp?p=1935355,AZV666,http://www.sfc.hk/publicregWeb/indi/AZV666/licenceRecord,,M,Rep,2012-08-06,2015-06-30
"Lau, Ming Chak 劉銘澤",None,sfclicrec.asp?p=116509,AMI060,http://www.sfc.hk/publicregWeb/indi/AMI060/licenceRecord,,,Rep,2010-06-01,2010-07-09
"Leung, Andrew Ka Yee 梁家怡",None,sfclicrec.asp?p=92346,ALK461,http://www.sfc.hk/publicregWeb/indi/ALK461/licenceRecord,,M,Rep,2014-11-21,2015-03-02
"Lin, Yingzi 林映孜",None,sfclicrec.asp?p=2178708,BCL751,http://www.sfc.hk/publicregWeb/indi/BCL751/licenceRecord,,,Rep,2013-12-12,2014-08-31
"Liu, Zhipeng (SFC:BEU992) 劉志鵬",None,sfclicrec.asp?p=2370776,BEU992,http://www.sfc.hk/publicregWeb/indi/BEU992/licenceRecord,,,Rep,2015-01-14,2015-06-30
"Ma, Yanmin 馬妍旻",None,sfclicrec.asp?p=98783,AWW894,http://www.sfc.hk/publicregWeb/indi/AWW894/licenceRecord,,,Rep,2014-08-01,2015-03-09
"Mak, Kuen Kuen 麥涓涓",None,sfclicrec.asp?p=73134,AFV374,http://www.sfc.hk/publicregWeb/indi/AFV374/licenceRecord,,,Rep,2010-11-26,2011-09-22
