Name,URL,Age in 2020,Gender,Role,From,Until
"Chen, Junchi 陳俊池",sfclicrec.asp?p=2300777,,,Rep,2017-09-27,
"Chow, Kitty Man Yee 周敏儀",sfclicrec.asp?p=117830,,F,Rep,2017-03-03,2017-03-30
"Chow, Kitty Man Yee 周敏儀",sfclicrec.asp?p=117830,,F,RO,2017-03-30,2017-08-31
"Chow, Yung 周容",sfclicrec.asp?p=2281845,,,Rep,2017-08-21,2017-10-31
"Huang, Yung Hsien 黃勇諴",sfclicrec.asp?p=2602041,,,Rep,2017-09-26,2018-02-14
"Ip, Pak Cheong (SFC:AQA094) 葉百昌",sfclicrec.asp?p=123561,,,RO,2017-09-08,
"Kam, Yun Fai 甘潤暉",sfclicrec.asp?p=94592,,,RO,2016-12-21,2017-03-20
"Kwok, Wing Ling 郭詠菱",sfclicrec.asp?p=2699220,,,Rep,2017-02-23,2017-05-26
"Li, Chiu Yee 李昭儀",sfclicrec.asp?p=98375,,,Rep,2019-10-30,
"Mok, Hiu Lam 莫曉籃",sfclicrec.asp?p=98408,,,Rep,2019-05-24,2019-06-04
"Mok, Hiu Lam 莫曉籃",sfclicrec.asp?p=98408,,,RO,2019-06-04,
"Teng, Chia-Wen 鄧嘉雯",sfclicrec.asp?p=2275088,,,RO,2018-02-15,2018-02-16
"Teng, Wei 滕偉",sfclicrec.asp?p=116126,54,M,RO,2016-12-21,2016-12-31
"Wang, Fang (SFC:BIY226) 王方",sfclicrec.asp?p=2688634,,,Rep,2017-01-19,2017-08-10
"Wijono, Rizal 黃日昌",sfclicrec.asp?p=94578,,,RO,2016-12-21,2018-07-20
"Wu, Huai-En 吳懷恩",sfclicrec.asp?p=2275089,,,RO,2018-02-09,2018-02-14
"Zhang, Liwei (1978) 張力維",sfclicrec.asp?p=86185,42,M,RO,2017-11-24,2018-12-31
"Zheng, Bao 鄭寶",sfclicrec.asp?p=1975272,,,Rep,2018-01-15,2018-04-30
"Zheng, Bao 鄭寶",sfclicrec.asp?p=1975272,,,Rep,2018-11-02,2019-03-29
