Name,URL,Age in 2020,Gender,Role,From,Until
"Chan, Sai Keung 陳世強",sfclicrec.asp?p=22326041,,,Rep,2018-10-18,
"Chan, Yat Tan 陳一丹",sfclicrec.asp?p=91181,,,Rep,2013-09-11,2019-07-05
"Chau, Yiu Keung 仇耀強",sfclicrec.asp?p=2148518,,,Rep,2015-10-22,
"Chiu, Jackie Yau Chun 趙右焌",sfclicrec.asp?p=78333,,,Rep,2013-10-09,2017-03-07
"Chow, Man Kin 鄒文健",sfclicrec.asp?p=2059151,,,Rep,2014-07-07,2017-08-19
"Chow, Wai Lam (SFC:BJU686) 周韋霖",sfclicrec.asp?p=12070773,,,Rep,2017-09-21,
"Choy, Siu Kwan 蔡小軍",sfclicrec.asp?p=91596,,,Rep,2013-02-05,2015-03-02
"Chu, Hon Kit 朱瀚傑",sfclicrec.asp?p=98091,,,Rep,2013-07-30,2013-09-26
"Gu, Mingming (SFC:AXR152) 顧明明",sfclicrec.asp?p=83367,,,Rep,2013-07-11,2015-06-10
"Ho, Alan Wai Lun (SFC:AFA202) 何偉麟",sfclicrec.asp?p=80568,,M,RO,2012-06-29,
"Kwok, Tsan Ming 郭贊明",sfclicrec.asp?p=6710737,,,Rep,2017-03-28,2018-09-13
"Lai, Koon Ho 黎冠豪",sfclicrec.asp?p=114265,,,RO,2017-01-10,2017-07-04
"Lam, Man Wai (SFC:AZF840) 林文偉",sfclicrec.asp?p=1869785,,,Rep,2013-02-05,2013-10-17
"Lam, Sze Man (SFC:AXT415) 林思敏",sfclicrec.asp?p=85030,,,Rep,2013-09-23,2014-07-02
"Lee, Hagen 李希雋",sfclicrec.asp?p=2023157,,,Rep,2013-02-20,2013-07-01
"Li, Changying 李昌應",sfclicrec.asp?p=1918760,,,RO,2012-06-29,
"Li, Wing Chee 李詠芝",sfclicrec.asp?p=2459543,,,Rep,2018-09-21,
"Ngan, Or 顏珂",sfclicrec.asp?p=2204662,,,Rep,2017-02-22,2017-03-01
"Tan, Haijun 譚海軍",sfclicrec.asp?p=24036885,,,RO,2019-12-19,
"Wan, Pang Chi 雲鵬志",sfclicrec.asp?p=2563440,,,Rep,2016-04-18,
"Wang, Tinghao 王廷昊",sfclicrec.asp?p=11796625,,,Rep,2017-09-05,2018-10-05
"Wong, Mei Ning 黃美寧",sfclicrec.asp?p=71918,,,Rep,2015-03-06,2015-08-14
"Wong, Shu Sing 王樹昇",sfclicrec.asp?p=121934,,,Rep,2013-02-26,2013-08-05
"Wu, Ngai Pan 胡毅彬",sfclicrec.asp?p=99070,,,Rep,2017-10-25,2017-11-17
"Wu, Ngai Pan 胡毅彬",sfclicrec.asp?p=99070,,,RO,2017-11-17,
"Xiang, Xi (SFC:BAP836) 向曦",sfclicrec.asp?p=2037157,,,Rep,2013-03-19,2016-01-27
"Xiang, Xi (SFC:BAP836) 向曦",sfclicrec.asp?p=2037157,,,RO,2016-05-27,
"Xie, Haituo 謝海拓",sfclicrec.asp?p=22791695,,,Rep,2019-02-18,
"Yan, Mengyuan 严梦圆",sfclicrec.asp?p=22674049,,,Rep,2019-01-21,2019-12-05
"Yeung, Man Lok (SFC:AUZ880) 楊文樂",sfclicrec.asp?p=1908996,,,Rep,2017-03-01,2018-08-31
"Zhang, Chunwang 张春旺",sfclicrec.asp?p=23484451,,,Rep,2019-07-30,
"Zhang, Yiwei (SFC:AQH375) 章奕唯",sfclicrec.asp?p=89969,,,Rep,2013-03-25,2013-05-24
"Zhang, Yiwei (SFC:AQH375) 章奕唯",sfclicrec.asp?p=89969,,,RO,2013-05-24,2013-06-10
